candidate,region,region_eng,percent_votes,rating,num_voters_per_region
Тігіпко Сергій Леонідович,Одеська,Odeska,18.57,2,836659
Тігіпко Сергій Леонідович,Луганська,Luhanska,15.74,2,52239
Тігіпко Сергій Леонідович,Запорізька,Zaporizka,13.74,2,735764
Тігіпко Сергій Леонідович,Миколаївська,Mykolaivska,13.11,2,472522
Тігіпко Сергій Леонідович,Дніпропетровська,Dnipropetrovska,10.53,2,1465139
Тігіпко Сергій Леонідович,Херсонська,Khersonska,10.31,3,439332
Тігіпко Сергій Леонідович,Харківська,Kharkivska,8.54,3,1033847
Тігіпко Сергій Леонідович,Полтавська,Poltavska,4.26,5,761748
Тігіпко Сергій Леонідович,Сумська,Sumska,4.18,5,570645
Тігіпко Сергій Леонідович,Кіровоградська,Kirovohradska,4.09,5,467755
Тігіпко Сергій Леонідович,Чернігівська,Chernihivska,3.76,5,557295
Тігіпко Сергій Леонідович,Житомирська,Zhytomyrska,3.55,5,659335
Тігіпко Сергій Леонідович,м.Київ,Kyiv,3.26,5,1380012
Тігіпко Сергій Леонідович,Закарпатська,Zakarpatska,3.14,5,486273
Тігіпко Сергій Леонідович,Чернівецька,Chernivetska,2.7,5,431758
Тігіпко Сергій Леонідович,Черкаська,Cherkaska,2.18,5,673734
Тігіпко Сергій Леонідович,Київська,Kyivska,2.16,5,996046
Тігіпко Сергій Леонідович,Рівненська,Rivnenska,2.1,6,614771
Тігіпко Сергій Леонідович,Хмельницька,Khmelnytska,2.05,5,728864
Тігіпко Сергій Леонідович,Волинська,Volynska,1.9,7,581796
Тігіпко Сергій Леонідович,Вінницька,Vinnytska,1.68,5,895219
Тігіпко Сергій Леонідович,Львівська,Lvivska,0.83,7,1544016
Тігіпко Сергій Леонідович,Тернопільська,Ternopilska,0.69,7,650087
Тігіпко Сергій Леонідович,Івано-Франківська,Ivano-Frankivska,0.57,8,796008
Тимошенко Юлія Володимирівна,Чернігівська,Chernihivska,19.48,2,557295
Тимошенко Юлія Володимирівна,Чернівецька,Chernivetska,18.84,2,431758
Тимошенко Юлія Володимирівна,Волинська,Volynska,17.32,2,581796
Тимошенко Юлія Володимирівна,Хмельницька,Khmelnytska,16.95,2,728864
Тимошенко Юлія Володимирівна,Кіровоградська,Kirovohradska,16.15,2,467755
Тимошенко Юлія Володимирівна,Рівненська,Rivnenska,16.06,2,614771
Тимошенко Юлія Володимирівна,Вінницька,Vinnytska,15.57,2,895219
Тимошенко Юлія Володимирівна,Тернопільська,Ternopilska,15.17,2,650087
Тимошенко Юлія Володимирівна,Житомирська,Zhytomyrska,15.08,2,659335
Тимошенко Юлія Володимирівна,Івано-Франківська,Ivano-Frankivska,14.78,2,796008
Тимошенко Юлія Володимирівна,Сумська,Sumska,14.34,2,570645
Тимошенко Юлія Володимирівна,Черкаська,Cherkaska,14.08,2,673734
Тимошенко Юлія Володимирівна,Полтавська,Poltavska,13.95,2,761748
Тимошенко Юлія Володимирівна,Київська,Kyivska,13.61,2,996046
Тимошенко Юлія Володимирівна,Закарпатська,Zakarpatska,12.87,2,486273
Тимошенко Юлія Володимирівна,Херсонська,Khersonska,11.48,2,439332
Тимошенко Юлія Володимирівна,Львівська,Lvivska,11.19,2,1544016
Тимошенко Юлія Володимирівна,Миколаївська,Mykolaivska,9.74,3,472522
Тимошенко Юлія Володимирівна,Запорізька,Zaporizka,9.73,3,735764
Тимошенко Юлія Володимирівна,Одеська,Odeska,9.48,3,836659
Тимошенко Юлія Володимирівна,Дніпропетровська,Dnipropetrovska,9.43,3,1465139
Тимошенко Юлія Володимирівна,м.Київ,Kyiv,9.38,2,1380012
Тимошенко Юлія Володимирівна,Луганська,Luhanska,7.77,4,52239
Тимошенко Юлія Володимирівна,Харківська,Kharkivska,7.64,4,1033847
Тимошенко Юлія Володимирівна,Донецька,Donetska,7.64,3,115823
Тягнибок Олег Ярославович,Волинська,Volynska,1.92,6,581796
Тягнибок Олег Ярославович,Тернопільська,Ternopilska,1.87,5,650087
Тягнибок Олег Ярославович,Івано-Франківська,Ivano-Frankivska,1.8,5,796008
Тягнибок Олег Ярославович,Рівненська,Rivnenska,1.69,7,614771
Тягнибок Олег Ярославович,Хмельницька,Khmelnytska,1.64,7,728864
Тягнибок Олег Ярославович,Кіровоградська,Kirovohradska,1.39,9,467755
Тягнибок Олег Ярославович,Черкаська,Cherkaska,1.28,7,673734
Тягнибок Олег Ярославович,Закарпатська,Zakarpatska,1.26,9,486273
Тягнибок Олег Ярославович,Чернівецька,Chernivetska,1.26,7,431758
Тягнибок Олег Ярославович,Полтавська,Poltavska,1.23,10,761748
Тягнибок Олег Ярославович,м.Київ,Kyiv,1.21,9,1380012
Тягнибок Олег Ярославович,Львівська,Lvivska,1.16,6,1544016
Тягнибок Олег Ярославович,Житомирська,Zhytomyrska,1.15,9,659335
Тягнибок Олег Ярославович,Київська,Kyivska,1.12,8,996046
Тягнибок Олег Ярославович,Херсонська,Khersonska,0.98,10,439332
Тягнибок Олег Ярославович,Сумська,Sumska,0.95,10,570645
Тягнибок Олег Ярославович,Чернігівська,Chernihivska,0.94,10,557295
Тягнибок Олег Ярославович,Одеська,Odeska,0.9,10,836659
Тягнибок Олег Ярославович,Вінницька,Vinnytska,0.84,8,895219
Тягнибок Олег Ярославович,Миколаївська,Mykolaivska,0.83,11,472522
Тягнибок Олег Ярославович,Дніпропетровська,Dnipropetrovska,0.82,12,1465139
Тягнибок Олег Ярославович,Луганська,Luhanska,0.78,12,52239
Тягнибок Олег Ярославович,Запорізька,Zaporizka,0.74,12,735764
Тягнибок Олег Ярославович,Донецька,Donetska,0.7,12,115823
Тягнибок Олег Ярославович,Харківська,Kharkivska,0.61,11,1033847
Цушко Василь Петрович,Одеська,Odeska,0.49,13,836659
Цушко Василь Петрович,Луганська,Luhanska,0.08,20,52239
Цушко Василь Петрович,Миколаївська,Mykolaivska,0.06,19,472522
Цушко Василь Петрович,Дніпропетровська,Dnipropetrovska,0.06,19,1465139
Цушко Василь Петрович,Херсонська,Khersonska,0.05,20,439332
Цушко Василь Петрович,Запорізька,Zaporizka,0.05,20,735764
Цушко Василь Петрович,м.Київ,Kyiv,0.05,18,1380012
Цушко Василь Петрович,Донецька,Donetska,0.05,21,115823
Цушко Василь Петрович,Харківська,Kharkivska,0.04,19,1033847
Цушко Василь Петрович,Полтавська,Poltavska,0.03,19,761748
Цушко Василь Петрович,Закарпатська,Zakarpatska,0.03,19,486273
Цушко Василь Петрович,Чернівецька,Chernivetska,0.03,19,431758
Цушко Василь Петрович,Кіровоградська,Kirovohradska,0.03,19,467755
Цушко Василь Петрович,Чернігівська,Chernihivska,0.03,19,557295
Цушко Василь Петрович,Житомирська,Zhytomyrska,0.03,20,659335
Цушко Василь Петрович,Сумська,Sumska,0.03,20,570645
Цушко Василь Петрович,Волинська,Volynska,0.02,19,581796
Цушко Василь Петрович,Черкаська,Cherkaska,0.02,19,673734
Цушко Василь Петрович,Хмельницька,Khmelnytska,0.02,19,728864
Цушко Василь Петрович,Рівненська,Rivnenska,0.02,20,614771
Цушко Василь Петрович,Вінницька,Vinnytska,0.02,19,895219
Цушко Василь Петрович,Київська,Kyivska,0.02,19,996046
Цушко Василь Петрович,Тернопільська,Ternopilska,0.01,18,650087
Цушко Василь Петрович,Івано-Франківська,Ivano-Frankivska,0.01,19,796008
Цушко Василь Петрович,Львівська,Lvivska,0.0,19,1544016
Шкіряк Зорян Несторович,Донецька,Donetska,0.16,19,115823
Шкіряк Зорян Несторович,Луганська,Luhanska,0.13,18,52239
Шкіряк Зорян Несторович,Запорізька,Zaporizka,0.05,21,735764
Шкіряк Зорян Несторович,Херсонська,Khersonska,0.04,21,439332
Шкіряк Зорян Несторович,Миколаївська,Mykolaivska,0.04,21,472522
Шкіряк Зорян Несторович,Дніпропетровська,Dnipropetrovska,0.04,21,1465139
Шкіряк Зорян Несторович,Рівненська,Rivnenska,0.04,19,614771
Шкіряк Зорян Несторович,Одеська,Odeska,0.04,21,836659
Шкіряк Зорян Несторович,Закарпатська,Zakarpatska,0.03,20,486273
Шкіряк Зорян Несторович,Полтавська,Poltavska,0.03,20,761748
Шкіряк Зорян Несторович,Кіровоградська,Kirovohradska,0.03,20,467755
Шкіряк Зорян Несторович,Житомирська,Zhytomyrska,0.02,21,659335
Шкіряк Зорян Несторович,Волинська,Volynska,0.02,20,581796
Шкіряк Зорян Несторович,Чернігівська,Chernihivska,0.02,21,557295
Шкіряк Зорян Несторович,Сумська,Sumska,0.02,21,570645
Шкіряк Зорян Несторович,Чернівецька,Chernivetska,0.02,21,431758
Шкіряк Зорян Несторович,Харківська,Kharkivska,0.02,21,1033847
Шкіряк Зорян Несторович,Київська,Kyivska,0.01,21,996046
Шкіряк Зорян Несторович,Вінницька,Vinnytska,0.01,21,895219
Шкіряк Зорян Несторович,м.Київ,Kyiv,0.01,21,1380012
Шкіряк Зорян Несторович,Черкаська,Cherkaska,0.01,21,673734
Шкіряк Зорян Несторович,Хмельницька,Khmelnytska,0.01,21,728864
Шкіряк Зорян Несторович,Тернопільська,Ternopilska,0.0,19,650087
Шкіряк Зорян Несторович,Івано-Франківська,Ivano-Frankivska,0.0,20,796008
Шкіряк Зорян Несторович,Львівська,Lvivska,0.0,21,1544016
Ярош Дмитро Анатолійович,м.Київ,Kyiv,1.27,8,1380012
Ярош Дмитро Анатолійович,Дніпропетровська,Dnipropetrovska,1.12,10,1465139
Ярош Дмитро Анатолійович,Донецька,Donetska,0.79,11,115823
Ярош Дмитро Анатолійович,Запорізька,Zaporizka,0.76,11,735764
Ярош Дмитро Анатолійович,Харківська,Kharkivska,0.75,10,1033847
Ярош Дмитро Анатолійович,Львівська,Lvivska,0.75,8,1544016
Ярош Дмитро Анатолійович,Київська,Kyivska,0.69,9,996046
Ярош Дмитро Анатолійович,Рівненська,Rivnenska,0.69,9,614771
Ярош Дмитро Анатолійович,Одеська,Odeska,0.67,12,836659
Ярош Дмитро Анатолійович,Тернопільська,Ternopilska,0.65,8,650087
Ярош Дмитро Анатолійович,Івано-Франківська,Ivano-Frankivska,0.6,7,796008
Ярош Дмитро Анатолійович,Херсонська,Khersonska,0.59,12,439332
Ярош Дмитро Анатолійович,Черкаська,Cherkaska,0.59,11,673734
Ярош Дмитро Анатолійович,Закарпатська,Zakarpatska,0.57,10,486273
Ярош Дмитро Анатолійович,Полтавська,Poltavska,0.56,11,761748
Ярош Дмитро Анатолійович,Миколаївська,Mykolaivska,0.55,12,472522
Ярош Дмитро Анатолійович,Волинська,Volynska,0.54,9,581796
Ярош Дмитро Анатолійович,Сумська,Sumska,0.54,11,570645
Ярош Дмитро Анатолійович,Чернівецька,Chernivetska,0.54,10,431758
Ярош Дмитро Анатолійович,Житомирська,Zhytomyrska,0.51,11,659335
Ярош Дмитро Анатолійович,Хмельницька,Khmelnytska,0.5,11,728864
Ярош Дмитро Анатолійович,Кіровоградська,Kirovohradska,0.49,12,467755
Ярош Дмитро Анатолійович,Чернігівська,Chernihivska,0.43,11,557295
Ярош Дмитро Анатолійович,Луганська,Luhanska,0.41,15,52239
Ярош Дмитро Анатолійович,Вінницька,Vinnytska,0.37,11,895219
