candidate,region,region_eng,percent_votes,rating,num_voters_per_region
Безсмертний Роман Петрович,Луганська,Luhanska,0.15,13,302797
Безсмертний Роман Петрович,Тернопільська,Ternopilska,0.15,14,536680
Безсмертний Роман Петрович,Хмельницька,Khmelnytska,0.14,17,650602
Безсмертний Роман Петрович,Житомирська,Zhytomyrska,0.14,16,618835
Безсмертний Роман Петрович,Сумська,Sumska,0.14,16,557247
Безсмертний Роман Петрович,Полтавська,Poltavska,0.13,17,735908
Безсмертний Роман Петрович,Чернігівська,Chernihivska,0.12,16,530039
Безсмертний Роман Петрович,Вінницька,Vinnytska,0.12,19,799770
Безсмертний Роман Петрович,Чернівецька,Chernivetska,0.12,18,385533
Безсмертний Роман Петрович,Черкаська,Cherkaska,0.12,17,615327
Безсмертний Роман Петрович,Херсонська,Khersonska,0.11,16,469391
Безсмертний Роман Петрович,Івано-Франківська,Ivano-Frankivska,0.11,18,650861
Безсмертний Роман Петрович,Запорізька,Zaporizka,0.1,16,872526
Безсмертний Роман Петрович,Харківська,Kharkivska,0.1,16,1324847
Безсмертний Роман Петрович,Миколаївська,Mykolaivska,0.1,19,525684
Безсмертний Роман Петрович,Кіровоградська,Kirovohradska,0.1,19,453544
Безсмертний Роман Петрович,Одеська,Odeska,0.09,18,1026868
Безсмертний Роман Петрович,Дніпропетровська,Dnipropetrovska,0.09,15,1647398
Безсмертний Роман Петрович,Донецька,Donetska,0.08,17,848542
Богомолець Ольга Вадимівна,м.Київ,Kyiv,0.35,12,1462690
Богомолець Ольга Вадимівна,Волинська,Volynska,0.23,13,520163
Богомолець Ольга Вадимівна,Київська,Kyivska,0.23,14,983279
Богомолець Ольга Вадимівна,Рівненська,Rivnenska,0.22,14,552041
Богомолець Ольга Вадимівна,Житомирська,Zhytomyrska,0.22,12,618835
Богомолець Ольга Вадимівна,Закарпатська,Zakarpatska,0.21,15,443329
Богомолець Ольга Вадимівна,Тернопільська,Ternopilska,0.21,13,536680
Богомолець Ольга Вадимівна,Хмельницька,Khmelnytska,0.19,14,650602
Богомолець Ольга Вадимівна,Вінницька,Vinnytska,0.18,13,799770
Богомолець Ольга Вадимівна,Черкаська,Cherkaska,0.18,14,615327
Богомолець Ольга Вадимівна,Чернівецька,Chernivetska,0.17,14,385533
Богомолець Ольга Вадимівна,Львівська,Lvivska,0.17,14,1324932
Богомолець Ольга Вадимівна,Полтавська,Poltavska,0.16,16,735908
Богомолець Ольга Вадимівна,Чернігівська,Chernihivska,0.16,13,530039
Богомолець Ольга Вадимівна,Кіровоградська,Kirovohradska,0.16,14,453544
Богомолець Ольга Вадимівна,Одеська,Odeska,0.16,13,1026868
Богомолець Ольга Вадимівна,Миколаївська,Mykolaivska,0.15,13,525684
Богомолець Ольга Вадимівна,Херсонська,Khersonska,0.15,12,469391
Богомолець Ольга Вадимівна,Сумська,Sumska,0.14,15,557247
Богомолець Ольга Вадимівна,Івано-Франківська,Ivano-Frankivska,0.14,16,650861
Богомолець Ольга Вадимівна,Харківська,Kharkivska,0.13,14,1324847
Богомолець Ольга Вадимівна,Запорізька,Zaporizka,0.12,14,872526
Богомолець Ольга Вадимівна,Дніпропетровська,Dnipropetrovska,0.11,14,1647398
Богомолець Ольга Вадимівна,Луганська,Luhanska,0.1,15,302797
Богомолець Ольга Вадимівна,Донецька,Donetska,0.09,16,848542
Богословська Інна Германівна,Харківська,Kharkivska,0.16,12,1324847
Богословська Інна Германівна,Донецька,Donetska,0.15,13,848542
Богословська Інна Германівна,Луганська,Luhanska,0.14,14,302797
Богословська Інна Германівна,Одеська,Odeska,0.14,14,1026868
Богословська Інна Германівна,Закарпатська,Zakarpatska,0.13,19,443329
Богословська Інна Германівна,Херсонська,Khersonska,0.13,14,469391
Богословська Інна Германівна,Миколаївська,Mykolaivska,0.11,17,525684
Богословська Інна Германівна,Запорізька,Zaporizka,0.11,15,872526
Богословська Інна Германівна,Сумська,Sumska,0.09,20,557247
Богословська Інна Германівна,Чернівецька,Chernivetska,0.09,19,385533
Богословська Інна Германівна,Дніпропетровська,Dnipropetrovska,0.09,16,1647398
Богословська Інна Германівна,Волинська,Volynska,0.09,19,520163
Богословська Інна Германівна,Житомирська,Zhytomyrska,0.09,22,618835
Богословська Інна Германівна,Полтавська,Poltavska,0.09,22,735908
Богословська Інна Германівна,Вінницька,Vinnytska,0.08,23,799770
Богословська Інна Германівна,Київська,Kyivska,0.08,22,983279
Богословська Інна Германівна,Кіровоградська,Kirovohradska,0.08,22,453544
Богословська Інна Германівна,Рівненська,Rivnenska,0.08,23,552041
Богословська Інна Германівна,Чернігівська,Chernihivska,0.07,22,530039
Богословська Інна Германівна,м.Київ,Kyiv,0.07,23,1462690
Богословська Інна Германівна,Хмельницька,Khmelnytska,0.07,23,650602
Богословська Інна Германівна,Черкаська,Cherkaska,0.07,22,615327
Богословська Інна Германівна,Тернопільська,Ternopilska,0.05,24,536680
Богословська Інна Германівна,Львівська,Lvivska,0.04,25,1324932
Богословська Інна Германівна,Івано-Франківська,Ivano-Frankivska,0.04,24,650861
Бойко Юрій Анатолійович,Луганська,Luhanska,43.96,1,302797
Бойко Юрій Анатолійович,Донецька,Donetska,36.87,1,848542
Бойко Юрій Анатолійович,Харківська,Kharkivska,26.58,2,1324847
Бойко Юрій Анатолійович,Одеська,Odeska,21.92,2,1026868
Бойко Юрій Анатолійович,Запорізька,Zaporizka,18.79,2,872526
Бойко Юрій Анатолійович,Миколаївська,Mykolaivska,17.33,2,525684
Бойко Юрій Анатолійович,Херсонська,Khersonska,15.73,2,469391
Бойко Юрій Анатолійович,Дніпропетровська,Dnipropetrovska,12.36,2,1647398
Бойко Юрій Анатолійович,Сумська,Sumska,11.19,3,557247
Бойко Юрій Анатолійович,Полтавська,Poltavska,9.48,4,735908
Бойко Юрій Анатолійович,Чернівецька,Chernivetska,8.99,4,385533
Бойко Юрій Анатолійович,Кіровоградська,Kirovohradska,8.74,4,453544
Бойко Юрій Анатолійович,Закарпатська,Zakarpatska,7.48,4,443329
Бойко Юрій Анатолійович,Чернігівська,Chernihivska,7.33,6,530039
Бойко Юрій Анатолійович,Житомирська,Zhytomyrska,7.2,6,618835
Бойко Юрій Анатолійович,м.Київ,Kyiv,6.27,6,1462690
Бойко Юрій Анатолійович,Черкаська,Cherkaska,5.5,7,615327
Бойко Юрій Анатолійович,Київська,Kyivska,5.2,6,983279
Бойко Юрій Анатолійович,Хмельницька,Khmelnytska,5.07,7,650602
Бойко Юрій Анатолійович,Вінницька,Vinnytska,4.84,7,799770
Бойко Юрій Анатолійович,Рівненська,Rivnenska,4.41,7,552041
Бойко Юрій Анатолійович,Волинська,Volynska,3.63,7,520163
Бойко Юрій Анатолійович,Тернопільська,Ternopilska,1.55,8,536680
Бойко Юрій Анатолійович,Львівська,Lvivska,1.34,8,1324932
Бойко Юрій Анатолійович,Івано-Франківська,Ivano-Frankivska,1.03,10,650861
Бондар Віктор Васильович,Хмельницька,Khmelnytska,0.81,11,650602
Бондар Віктор Васильович,Закарпатська,Zakarpatska,0.79,12,443329
Бондар Віктор Васильович,Луганська,Luhanska,0.18,12,302797
Бондар Віктор Васильович,Донецька,Donetska,0.15,12,848542
Бондар Віктор Васильович,Миколаївська,Mykolaivska,0.12,16,525684
Бондар Віктор Васильович,Одеська,Odeska,0.12,15,1026868
Бондар Віктор Васильович,Харківська,Kharkivska,0.11,15,1324847
Бондар Віктор Васильович,Сумська,Sumska,0.09,21,557247
Бондар Віктор Васильович,Запорізька,Zaporizka,0.09,17,872526
Бондар Віктор Васильович,Херсонська,Khersonska,0.08,20,469391
Бондар Віктор Васильович,Дніпропетровська,Dnipropetrovska,0.08,17,1647398
Бондар Віктор Васильович,Вінницька,Vinnytska,0.07,25,799770
Бондар Віктор Васильович,Полтавська,Poltavska,0.06,25,735908
Бондар Віктор Васильович,Кіровоградська,Kirovohradska,0.06,26,453544
Бондар Віктор Васильович,Чернівецька,Chernivetska,0.06,23,385533
Бондар Віктор Васильович,Житомирська,Zhytomyrska,0.06,25,618835
Бондар Віктор Васильович,Черкаська,Cherkaska,0.05,26,615327
Бондар Віктор Васильович,Чернігівська,Chernihivska,0.05,25,530039
Бондар Віктор Васильович,Волинська,Volynska,0.05,26,520163
Бондар Віктор Васильович,Київська,Kyivska,0.05,26,983279
Бондар Віктор Васильович,Рівненська,Rivnenska,0.05,27,552041
Бондар Віктор Васильович,м.Київ,Kyiv,0.04,27,1462690
Бондар Віктор Васильович,Тернопільська,Ternopilska,0.02,34,536680
Бондар Віктор Васильович,Львівська,Lvivska,0.02,31,1324932
Бондар Віктор Васильович,Івано-Франківська,Ivano-Frankivska,0.01,34,650861
Вілкул Олександр Юрійович,Донецька,Donetska,11.99,4,848542
Вілкул Олександр Юрійович,Дніпропетровська,Dnipropetrovska,10.93,3,1647398
Вілкул Олександр Юрійович,Запорізька,Zaporizka,9.4,3,872526
Вілкул Олександр Юрійович,Луганська,Luhanska,9.16,3,302797
Вілкул Олександр Юрійович,Харківська,Kharkivska,7.47,4,1324847
Вілкул Олександр Юрійович,Одеська,Odeska,6.09,5,1026868
Вілкул Олександр Юрійович,Миколаївська,Mykolaivska,5.94,5,525684
Вілкул Олександр Юрійович,Херсонська,Khersonska,5.29,6,469391
Вілкул Олександр Юрійович,Чернігівська,Chernihivska,2.47,8,530039
Вілкул Олександр Юрійович,Сумська,Sumska,2.29,8,557247
Вілкул Олександр Юрійович,Вінницька,Vinnytska,2.27,8,799770
Вілкул Олександр Юрійович,м.Київ,Kyiv,2.2,7,1462690
Вілкул Олександр Юрійович,Полтавська,Poltavska,2.09,8,735908
Вілкул Олександр Юрійович,Закарпатська,Zakarpatska,2.02,8,443329
Вілкул Олександр Юрійович,Кіровоградська,Kirovohradska,2.02,8,453544
Вілкул Олександр Юрійович,Житомирська,Zhytomyrska,1.72,8,618835
Вілкул Олександр Юрійович,Черкаська,Cherkaska,1.5,8,615327
Вілкул Олександр Юрійович,Київська,Kyivska,1.32,9,983279
Вілкул Олександр Юрійович,Чернівецька,Chernivetska,1.13,9,385533
Вілкул Олександр Юрійович,Волинська,Volynska,1.1,10,520163
Вілкул Олександр Юрійович,Хмельницька,Khmelnytska,1.08,9,650602
Вілкул Олександр Юрійович,Рівненська,Rivnenska,0.97,10,552041
Вілкул Олександр Юрійович,Тернопільська,Ternopilska,0.37,12,536680
Вілкул Олександр Юрійович,Львівська,Lvivska,0.32,12,1324932
Вілкул Олександр Юрійович,Івано-Франківська,Ivano-Frankivska,0.31,13,650861
Ващенко Олександр Михайлович,Закарпатська,Zakarpatska,0.05,28,443329
Ващенко Олександр Михайлович,Запорізька,Zaporizka,0.04,29,872526
Ващенко Олександр Михайлович,Луганська,Luhanska,0.04,26,302797
Ващенко Олександр Михайлович,Донецька,Donetska,0.04,26,848542
Ващенко Олександр Михайлович,Херсонська,Khersonska,0.03,30,469391
Ващенко Олександр Михайлович,Одеська,Odeska,0.03,28,1026868
Ващенко Олександр Михайлович,Дніпропетровська,Dnipropetrovska,0.03,27,1647398
Ващенко Олександр Михайлович,Волинська,Volynska,0.03,33,520163
Ващенко Олександр Михайлович,Житомирська,Zhytomyrska,0.03,30,618835
Ващенко Олександр Михайлович,Харківська,Kharkivska,0.02,29,1324847
Ващенко Олександр Михайлович,Чернівецька,Chernivetska,0.02,31,385533
Ващенко Олександр Михайлович,Тернопільська,Ternopilska,0.02,32,536680
Ващенко Олександр Михайлович,Хмельницька,Khmelnytska,0.02,36,650602
Ващенко Олександр Михайлович,Черкаська,Cherkaska,0.02,37,615327
Ващенко Олександр Михайлович,Чернігівська,Chernihivska,0.02,31,530039
Ващенко Олександр Михайлович,Сумська,Sumska,0.02,35,557247
Ващенко Олександр Михайлович,Полтавська,Poltavska,0.02,33,735908
Ващенко Олександр Михайлович,Рівненська,Rivnenska,0.02,36,552041
Ващенко Олександр Михайлович,Миколаївська,Mykolaivska,0.02,32,525684
Ващенко Олександр Михайлович,Вінницька,Vinnytska,0.02,34,799770
Ващенко Олександр Михайлович,Кіровоградська,Kirovohradska,0.02,32,453544
Ващенко Олександр Михайлович,Київська,Kyivska,0.01,37,983279
Ващенко Олександр Михайлович,Львівська,Lvivska,0.01,34,1324932
Ващенко Олександр Михайлович,Івано-Франківська,Ivano-Frankivska,0.01,32,650861
Ващенко Олександр Михайлович,м.Київ,Kyiv,0.01,39,1462690
Габер Микола Олександрович,Хмельницька,Khmelnytska,0.05,27,650602
Габер Микола Олександрович,Закарпатська,Zakarpatska,0.04,33,443329
Габер Микола Олександрович,Рівненська,Rivnenska,0.04,30,552041
Габер Микола Олександрович,Житомирська,Zhytomyrska,0.03,31,618835
Габер Микола Олександрович,Тернопільська,Ternopilska,0.03,28,536680
Габер Микола Олександрович,Черкаська,Cherkaska,0.03,28,615327
Габер Микола Олександрович,Волинська,Volynska,0.03,34,520163
Габер Микола Олександрович,Луганська,Luhanska,0.03,30,302797
Габер Микола Олександрович,Івано-Франківська,Ivano-Frankivska,0.03,26,650861
Габер Микола Олександрович,Львівська,Lvivska,0.03,27,1324932
Габер Микола Олександрович,Вінницька,Vinnytska,0.03,30,799770
Габер Микола Олександрович,Чернівецька,Chernivetska,0.02,33,385533
Габер Микола Олександрович,Кіровоградська,Kirovohradska,0.02,31,453544
Габер Микола Олександрович,Херсонська,Khersonska,0.02,31,469391
Габер Микола Олександрович,Дніпропетровська,Dnipropetrovska,0.02,32,1647398
Габер Микола Олександрович,Миколаївська,Mykolaivska,0.02,33,525684
Габер Микола Олександрович,Полтавська,Poltavska,0.02,32,735908
Габер Микола Олександрович,Сумська,Sumska,0.02,32,557247
Габер Микола Олександрович,Чернігівська,Chernihivska,0.02,33,530039
Габер Микола Олександрович,Одеська,Odeska,0.02,30,1026868
Габер Микола Олександрович,Харківська,Kharkivska,0.02,30,1324847
Габер Микола Олександрович,Запорізька,Zaporizka,0.02,31,872526
Габер Микола Олександрович,Київська,Kyivska,0.02,34,983279
Габер Микола Олександрович,Донецька,Donetska,0.02,32,848542
Габер Микола Олександрович,м.Київ,Kyiv,0.01,38,1462690
Гриценко Анатолій Степанович,Львівська,Lvivska,19.02,2,1324932
Гриценко Анатолій Степанович,Тернопільська,Ternopilska,17.08,3,536680
Гриценко Анатолій Степанович,Івано-Франківська,Ivano-Frankivska,15.16,4,650861
Гриценко Анатолій Степанович,Черкаська,Cherkaska,9.41,5,615327
Гриценко Анатолій Степанович,м.Київ,Kyiv,9.11,5,1462690
Гриценко Анатолій Степанович,Волинська,Volynska,9.01,5,520163
Гриценко Анатолій Степанович,Хмельницька,Khmelnytska,8.59,5,650602
Гриценко Анатолій Степанович,Рівненська,Rivnenska,7.7,5,552041
Гриценко Анатолій Степанович,Київська,Kyivska,7.22,5,983279
Гриценко Анатолій Степанович,Вінницька,Vinnytska,6.23,6,799770
Гриценко Анатолій Степанович,Чернігівська,Chernihivska,5.89,7,530039
Гриценко Анатолій Степанович,Житомирська,Zhytomyrska,5.72,7,618835
Гриценко Анатолій Степанович,Сумська,Sumska,5.42,7,557247
Гриценко Анатолій Степанович,Полтавська,Poltavska,5.27,7,735908
Гриценко Анатолій Степанович,Чернівецька,Chernivetska,5.16,7,385533
Гриценко Анатолій Степанович,Закарпатська,Zakarpatska,5.13,6,443329
Гриценко Анатолій Степанович,Кіровоградська,Kirovohradska,4.34,7,453544
Гриценко Анатолій Степанович,Херсонська,Khersonska,3.93,8,469391
Гриценко Анатолій Степанович,Дніпропетровська,Dnipropetrovska,3.29,7,1647398
Гриценко Анатолій Степанович,Миколаївська,Mykolaivska,3.16,8,525684
Гриценко Анатолій Степанович,Харківська,Kharkivska,3.12,8,1324847
Гриценко Анатолій Степанович,Запорізька,Zaporizka,2.97,8,872526
Гриценко Анатолій Степанович,Одеська,Odeska,2.87,8,1026868
Гриценко Анатолій Степанович,Луганська,Luhanska,1.53,8,302797
Гриценко Анатолій Степанович,Донецька,Donetska,1.35,8,848542
Дерев’янко Юрій Богданович,Івано-Франківська,Ivano-Frankivska,0.69,11,650861
Дерев’янко Юрій Богданович,Житомирська,Zhytomyrska,0.2,14,618835
Дерев’янко Юрій Богданович,Чернівецька,Chernivetska,0.14,17,385533
Дерев’янко Юрій Богданович,Львівська,Lvivska,0.13,16,1324932
Дерев’янко Юрій Богданович,Кіровоградська,Kirovohradska,0.12,16,453544
Дерев’янко Юрій Богданович,Миколаївська,Mykolaivska,0.1,19,525684
Дерев’янко Юрій Богданович,Полтавська,Poltavska,0.1,20,735908
Дерев’янко Юрій Богданович,м.Київ,Kyiv,0.09,16,1462690
Дерев’янко Юрій Богданович,Рівненська,Rivnenska,0.09,21,552041
Дерев’янко Юрій Богданович,Вінницька,Vinnytska,0.08,24,799770
Дерев’янко Юрій Богданович,Чернігівська,Chernihivska,0.08,21,530039
Дерев’янко Юрій Богданович,Херсонська,Khersonska,0.08,19,469391
Дерев’янко Юрій Богданович,Сумська,Sumska,0.08,22,557247
Дерев’янко Юрій Богданович,Хмельницька,Khmelnytska,0.08,21,650602
Дерев’янко Юрій Богданович,Луганська,Luhanska,0.07,19,302797
Дерев’янко Юрій Богданович,Закарпатська,Zakarpatska,0.07,24,443329
Дерев’янко Юрій Богданович,Тернопільська,Ternopilska,0.07,20,536680
Дерев’янко Юрій Богданович,Київська,Kyivska,0.06,24,983279
Дерев’янко Юрій Богданович,Волинська,Volynska,0.06,23,520163
Дерев’янко Юрій Богданович,Черкаська,Cherkaska,0.06,23,615327
Дерев’янко Юрій Богданович,Харківська,Kharkivska,0.05,23,1324847
Дерев’янко Юрій Богданович,Одеська,Odeska,0.05,27,1026868
Дерев’янко Юрій Богданович,Запорізька,Zaporizka,0.04,24,872526
Дерев’янко Юрій Богданович,Дніпропетровська,Dnipropetrovska,0.03,29,1647398
Дерев’янко Юрій Богданович,Донецька,Donetska,0.03,30,848542
Журавльов Василь Миколайович,Закарпатська,Zakarpatska,0.09,22,443329
Журавльов Василь Миколайович,Донецька,Donetska,0.07,18,848542
Журавльов Василь Миколайович,Одеська,Odeska,0.06,24,1026868
Журавльов Василь Миколайович,Миколаївська,Mykolaivska,0.06,24,525684
Журавльов Василь Миколайович,Херсонська,Khersonska,0.06,27,469391
Журавльов Василь Миколайович,Запорізька,Zaporizka,0.05,22,872526
Журавльов Василь Миколайович,Дніпропетровська,Dnipropetrovska,0.05,21,1647398
Журавльов Василь Миколайович,Чернівецька,Chernivetska,0.05,26,385533
Журавльов Василь Миколайович,Кіровоградська,Kirovohradska,0.04,27,453544
Журавльов Василь Миколайович,Вінницька,Vinnytska,0.04,27,799770
Журавльов Василь Миколайович,Полтавська,Poltavska,0.04,28,735908
Журавльов Василь Миколайович,Житомирська,Zhytomyrska,0.04,27,618835
Журавльов Василь Миколайович,Сумська,Sumska,0.04,28,557247
Журавльов Василь Миколайович,Волинська,Volynska,0.03,31,520163
Журавльов Василь Миколайович,Хмельницька,Khmelnytska,0.03,30,650602
Журавльов Василь Миколайович,Київська,Kyivska,0.03,28,983279
Журавльов Василь Миколайович,Харківська,Kharkivska,0.03,26,1324847
Журавльов Василь Миколайович,Рівненська,Rivnenska,0.03,31,552041
Журавльов Василь Миколайович,Черкаська,Cherkaska,0.03,27,615327
Журавльов Василь Миколайович,Луганська,Luhanska,0.03,28,302797
Журавльов Василь Миколайович,Чернігівська,Chernihivska,0.03,28,530039
Журавльов Василь Миколайович,Івано-Франківська,Ivano-Frankivska,0.02,30,650861
Журавльов Василь Миколайович,Львівська,Lvivska,0.02,33,1324932
Журавльов Василь Миколайович,м.Київ,Kyiv,0.02,32,1462690
Журавльов Василь Миколайович,Тернопільська,Ternopilska,0.01,35,536680
Зеленський Володимир Олександрович,Дніпропетровська,Dnipropetrovska,45.34,1,1647398
Зеленський Володимир Олександрович,Одеська,Odeska,41.26,1,1026868
Зеленський Володимир Олександрович,Миколаївська,Mykolaivska,40.74,1,525684
Зеленський Володимир Олександрович,Запорізька,Zaporizka,39.75,1,872526
Зеленський Володимир Олександрович,Закарпатська,Zakarpatska,38.35,1,443329
Зеленський Володимир Олександрович,Херсонська,Khersonska,37.58,1,469391
Зеленський Володимир Олександрович,Харківська,Kharkivska,36.41,1,1324847
Зеленський Володимир Олександрович,Полтавська,Poltavska,35.62,1,735908
Зеленський Володимир Олександрович,Кіровоградська,Kirovohradska,34.52,1,453544
Зеленський Володимир Олександрович,Сумська,Sumska,32.66,1,557247
Зеленський Володимир Олександрович,Чернівецька,Chernivetska,31.07,1,385533
Зеленський Володимир Олександрович,Київська,Kyivska,30.86,1,983279
Зеленський Володимир Олександрович,Черкаська,Cherkaska,30.06,1,615327
Зеленський Володимир Олександрович,Житомирська,Zhytomyrska,27.83,1,618835
Зеленський Володимир Олександрович,м.Київ,Kyiv,27.09,1,1462690
Зеленський Володимир Олександрович,Чернігівська,Chernihivska,26.28,1,530039
Зеленський Володимир Олександрович,Луганська,Luhanska,25.05,2,302797
Зеленський Володимир Олександрович,Хмельницька,Khmelnytska,24.89,1,650602
Зеленський Володимир Олександрович,Донецька,Donetska,24.74,2,848542
Зеленський Володимир Олександрович,Рівненська,Rivnenska,24.01,1,552041
Зеленський Володимир Олександрович,Вінницька,Vinnytska,23.42,1,799770
Зеленський Володимир Олександрович,Волинська,Volynska,21.63,1,520163
Зеленський Володимир Олександрович,Івано-Франківська,Ivano-Frankivska,16.07,3,650861
Зеленський Володимир Олександрович,Тернопільська,Ternopilska,14.67,4,536680
Зеленський Володимир Олександрович,Львівська,Lvivska,11.96,4,1324932
Каплін Сергій Миколайович,Полтавська,Poltavska,0.47,11,735908
Каплін Сергій Миколайович,Сумська,Sumska,0.16,13,557247
Каплін Сергій Миколайович,Миколаївська,Mykolaivska,0.08,22,525684
Каплін Сергій Миколайович,Закарпатська,Zakarpatska,0.08,23,443329
Каплін Сергій Миколайович,Кіровоградська,Kirovohradska,0.07,24,453544
Каплін Сергій Миколайович,Харківська,Kharkivska,0.07,20,1324847
Каплін Сергій Миколайович,Хмельницька,Khmelnytska,0.06,26,650602
Каплін Сергій Миколайович,Херсонська,Khersonska,0.06,26,469391
Каплін Сергій Миколайович,Дніпропетровська,Dnipropetrovska,0.06,20,1647398
Каплін Сергій Миколайович,Черкаська,Cherkaska,0.06,24,615327
Каплін Сергій Миколайович,Запорізька,Zaporizka,0.06,20,872526
Каплін Сергій Миколайович,Одеська,Odeska,0.06,26,1026868
Каплін Сергій Миколайович,Київська,Kyivska,0.06,25,983279
Каплін Сергій Миколайович,Луганська,Luhanska,0.06,22,302797
Каплін Сергій Миколайович,Донецька,Donetska,0.05,23,848542
Каплін Сергій Миколайович,Житомирська,Zhytomyrska,0.05,26,618835
Каплін Сергій Миколайович,Чернівецька,Chernivetska,0.05,25,385533
Каплін Сергій Миколайович,м.Київ,Kyiv,0.05,26,1462690
Каплін Сергій Миколайович,Чернігівська,Chernihivska,0.05,26,530039
Каплін Сергій Миколайович,Рівненська,Rivnenska,0.05,26,552041
Каплін Сергій Миколайович,Вінницька,Vinnytska,0.05,26,799770
Каплін Сергій Миколайович,Волинська,Volynska,0.04,27,520163
Каплін Сергій Миколайович,Тернопільська,Ternopilska,0.03,28,536680
Каплін Сергій Миколайович,Львівська,Lvivska,0.02,32,1324932
Каплін Сергій Миколайович,Івано-Франківська,Ivano-Frankivska,0.02,31,650861
Кармазін Юрій Анатолійович,Вінницька,Vinnytska,0.16,14,799770
Кармазін Юрій Анатолійович,Черкаська,Cherkaska,0.16,16,615327
Кармазін Юрій Анатолійович,Сумська,Sumska,0.14,14,557247
Кармазін Юрій Анатолійович,Житомирська,Zhytomyrska,0.13,18,618835
Кармазін Юрій Анатолійович,Полтавська,Poltavska,0.13,18,735908
Кармазін Юрій Анатолійович,Кіровоградська,Kirovohradska,0.12,17,453544
Кармазін Юрій Анатолійович,Київська,Kyivska,0.11,16,983279
Кармазін Юрій Анатолійович,Рівненська,Rivnenska,0.1,20,552041
Кармазін Юрій Анатолійович,Хмельницька,Khmelnytska,0.1,19,650602
Кармазін Юрій Анатолійович,Чернівецька,Chernivetska,0.08,21,385533
Кармазін Юрій Анатолійович,Волинська,Volynska,0.08,20,520163
Кармазін Юрій Анатолійович,Чернігівська,Chernihivska,0.08,20,530039
Кармазін Юрій Анатолійович,м.Київ,Kyiv,0.07,21,1462690
Кармазін Юрій Анатолійович,Миколаївська,Mykolaivska,0.07,23,525684
Кармазін Юрій Анатолійович,Закарпатська,Zakarpatska,0.07,25,443329
Кармазін Юрій Анатолійович,Одеська,Odeska,0.07,22,1026868
Кармазін Юрій Анатолійович,Харківська,Kharkivska,0.06,22,1324847
Кармазін Юрій Анатолійович,Херсонська,Khersonska,0.06,25,469391
Кармазін Юрій Анатолійович,Тернопільська,Ternopilska,0.06,21,536680
Кармазін Юрій Анатолійович,Луганська,Luhanska,0.05,23,302797
Кармазін Юрій Анатолійович,Івано-Франківська,Ivano-Frankivska,0.05,22,650861
Кармазін Юрій Анатолійович,Дніпропетровська,Dnipropetrovska,0.04,23,1647398
Кармазін Юрій Анатолійович,Донецька,Donetska,0.04,24,848542
Кармазін Юрій Анатолійович,Запорізька,Zaporizka,0.04,25,872526
Кармазін Юрій Анатолійович,Львівська,Lvivska,0.04,23,1324932
Кива Ілля Володимирович,Луганська,Luhanska,0.04,27,302797
Кива Ілля Володимирович,Донецька,Donetska,0.04,29,848542
Кива Ілля Володимирович,Закарпатська,Zakarpatska,0.04,33,443329
