candidate,region,region_eng,percent_votes,rating,num_voters_per_region
Бойко Богдан Федорович,Миколаївська,Mykolaivska,0.05,16,681238
Бойко Богдан Федорович,Чернігівська,Chernihivska,0.04,18,757885
Бойко Богдан Федорович,Тернопільська,Ternopilska,0.04,11,724904
Бойко Богдан Федорович,Харківська,Kharkivska,0.04,21,1653005
Бойко Богдан Федорович,Черкаська,Cherkaska,0.04,15,832569
Бойко Богдан Федорович,Вінницька,Vinnytska,0.04,15,1062094
Бойко Богдан Федорович,Запорізька,Zaporizka,0.04,19,1062476
Бойко Богдан Федорович,Івано-Франківська,Ivano-Frankivska,0.03,13,865150
Бойко Богдан Федорович,Київська,Kyivska,0.03,18,1118159
Бойко Богдан Федорович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.03,18,1029937
Бойко Богдан Федорович,Донецька,Donetska,0.03,12,2878213
Бойко Богдан Федорович,Львівська,Lvivska,0.02,12,1654221
Бойко Богдан Федорович,Сумська,Sumska,0.02,19,811677
Бойко Богдан Федорович,м.Київ,Kyiv,0.02,20,1594023
Бойко Богдан Федорович,Луганська,Luhanska,0.01,21,1471583
Бродський Михайло Юрійович,Одеська,Odeska,0.11,12,1180929
Бродський Михайло Юрійович,Запорізька,Zaporizka,0.09,12,1062476
Бродський Михайло Юрійович,Дніпропетровська,Dnipropetrovska,0.09,14,1966188
Бродський Михайло Юрійович,Закарпатська,Zakarpatska,0.08,14,615098
Бродський Михайло Юрійович,Херсонська,Khersonska,0.08,14,622118
Бродський Михайло Юрійович,Харківська,Kharkivska,0.08,13,1653005
Бродський Михайло Юрійович,м.Київ,Kyiv,0.07,14,1594023
Бродський Михайло Юрійович,Кіровоградська,Kirovohradska,0.07,13,622738
Бродський Михайло Юрійович,Чернігівська,Chernihivska,0.06,14,757885
Бродський Михайло Юрійович,Полтавська,Poltavska,0.06,14,988604
Бродський Михайло Юрійович,Чернівецька,Chernivetska,0.06,13,502610
Бродський Михайло Юрійович,Житомирська,Zhytomyrska,0.06,16,823849
Бродський Михайло Юрійович,Миколаївська,Mykolaivska,0.06,14,681238
Бродський Михайло Юрійович,Київська,Kyivska,0.05,14,1118159
Бродський Михайло Юрійович,Вінницька,Vinnytska,0.05,14,1062094
Бродський Михайло Юрійович,Сумська,Sumska,0.05,12,811677
Бродський Михайло Юрійович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.05,12,1029937
Бродський Михайло Юрійович,Хмельницька,Khmelnytska,0.05,16,883217
Бродський Михайло Юрійович,м.Севастополь,Sevastopilska,0.04,18,213411
Бродський Михайло Юрійович,Волинська,Volynska,0.04,15,651043
Бродський Михайло Юрійович,Рівненська,Rivnenska,0.04,14,705872
Бродський Михайло Юрійович,Черкаська,Cherkaska,0.04,14,832569
Бродський Михайло Юрійович,Луганська,Luhanska,0.03,15,1471583
Бродський Михайло Юрійович,Донецька,Donetska,0.02,16,2878213
Бродський Михайло Юрійович,Львівська,Lvivska,0.02,13,1654221
Бродський Михайло Юрійович,Тернопільська,Ternopilska,0.02,16,724904
Бродський Михайло Юрійович,Івано-Франківська,Ivano-Frankivska,0.01,14,865150
Вітренко Наталія Михайлівна,Запорізька,Zaporizka,3.51,5,1062476
Вітренко Наталія Михайлівна,Дніпропетровська,Dnipropetrovska,3.09,5,1966188
Вітренко Наталія Михайлівна,Чернігівська,Chernihivska,2.77,5,757885
Вітренко Наталія Михайлівна,Харківська,Kharkivska,2.58,5,1653005
Вітренко Наталія Михайлівна,Херсонська,Khersonska,2.49,5,622118
Вітренко Наталія Михайлівна,Миколаївська,Mykolaivska,2.46,6,681238
Вітренко Наталія Михайлівна,Одеська,Odeska,2.15,5,1180929
Вітренко Наталія Михайлівна,Кіровоградська,Kirovohradska,1.92,5,622738
Вітренко Наталія Михайлівна,Авт.Респ. Крим,Avtonomna Respublika Krym,1.91,4,1029937
Вітренко Наталія Михайлівна,Сумська,Sumska,1.78,5,811677
Вітренко Наталія Михайлівна,Полтавська,Poltavska,1.76,5,988604
Вітренко Наталія Михайлівна,м.Севастополь,Sevastopilska,1.64,4,213411
Вітренко Наталія Михайлівна,Черкаська,Cherkaska,1.58,5,832569
Вітренко Наталія Михайлівна,Київська,Kyivska,1.58,6,1118159
Вітренко Наталія Михайлівна,Житомирська,Zhytomyrska,1.3,5,823849
Вітренко Наталія Михайлівна,Хмельницька,Khmelnytska,1.23,5,883217
Вітренко Наталія Михайлівна,Луганська,Luhanska,1.1,5,1471583
Вітренко Наталія Михайлівна,м.Київ,Kyiv,1.06,8,1594023
Вітренко Наталія Михайлівна,Вінницька,Vinnytska,0.98,5,1062094
Вітренко Наталія Михайлівна,Чернівецька,Chernivetska,0.89,6,502610
Вітренко Наталія Михайлівна,Донецька,Donetska,0.8,5,2878213
Вітренко Наталія Михайлівна,Закарпатська,Zakarpatska,0.64,6,615098
Вітренко Наталія Михайлівна,Волинська,Volynska,0.6,6,651043
Вітренко Наталія Михайлівна,Рівненська,Rivnenska,0.51,6,705872
Вітренко Наталія Михайлівна,Львівська,Lvivska,0.25,6,1654221
Вітренко Наталія Михайлівна,Івано-Франківська,Ivano-Frankivska,0.19,6,865150
Вітренко Наталія Михайлівна,Тернопільська,Ternopilska,0.14,7,724904
Волга Василь Олександрович,м.Севастополь,Sevastopilska,0.19,10,213411
Волга Василь Олександрович,Херсонська,Khersonska,0.09,13,622118
Волга Василь Олександрович,Дніпропетровська,Dnipropetrovska,0.08,15,1966188
Волга Василь Олександрович,Житомирська,Zhytomyrska,0.07,15,823849
Волга Василь Олександрович,Одеська,Odeska,0.06,14,1180929
Волга Василь Олександрович,Харківська,Kharkivska,0.06,16,1653005
Волга Василь Олександрович,Луганська,Luhanska,0.06,12,1471583
Волга Василь Олександрович,Запорізька,Zaporizka,0.05,16,1062476
Волга Василь Олександрович,Полтавська,Poltavska,0.05,16,988604
Волга Василь Олександрович,Кіровоградська,Kirovohradska,0.05,17,622738
Волга Василь Олександрович,м.Київ,Kyiv,0.04,16,1594023
Волга Василь Олександрович,Чернівецька,Chernivetska,0.04,17,502610
Волга Василь Олександрович,Чернігівська,Chernihivska,0.04,20,757885
Волга Василь Олександрович,Київська,Kyivska,0.04,16,1118159
Волга Василь Олександрович,Закарпатська,Zakarpatska,0.04,18,615098
Волга Василь Олександрович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.03,17,1029937
Волга Василь Олександрович,Миколаївська,Mykolaivska,0.03,20,681238
Волга Василь Олександрович,Рівненська,Rivnenska,0.03,17,705872
Волга Василь Олександрович,Волинська,Volynska,0.02,19,651043
Волга Василь Олександрович,Вінницька,Vinnytska,0.02,23,1062094
Волга Василь Олександрович,Сумська,Sumska,0.02,20,811677
Волга Василь Олександрович,Донецька,Donetska,0.02,17,2878213
Волга Василь Олександрович,Черкаська,Cherkaska,0.02,21,832569
Волга Василь Олександрович,Хмельницька,Khmelnytska,0.02,23,883217
Волга Василь Олександрович,Івано-Франківська,Ivano-Frankivska,0.01,18,865150
Волга Василь Олександрович,Львівська,Lvivska,0.0,21,1654221
Волга Василь Олександрович,Тернопільська,Ternopilska,0.0,19,724904
Грабар Микола Федорович,Дніпропетровська,Dnipropetrovska,0.15,11,1966188
Грабар Микола Федорович,Закарпатська,Zakarpatska,0.15,10,615098
Грабар Микола Федорович,Запорізька,Zaporizka,0.1,11,1062476
Грабар Микола Федорович,Херсонська,Khersonska,0.1,12,622118
Грабар Микола Федорович,Харківська,Kharkivska,0.09,12,1653005
Грабар Микола Федорович,Житомирська,Zhytomyrska,0.09,13,823849
Грабар Микола Федорович,Київська,Kyivska,0.08,12,1118159
Грабар Микола Федорович,Полтавська,Poltavska,0.08,12,988604
Грабар Микола Федорович,Миколаївська,Mykolaivska,0.08,12,681238
Грабар Микола Федорович,Одеська,Odeska,0.08,13,1180929
Грабар Микола Федорович,Кіровоградська,Kirovohradska,0.08,12,622738
Грабар Микола Федорович,м.Київ,Kyiv,0.07,13,1594023
Грабар Микола Федорович,Чернігівська,Chernihivska,0.07,12,757885
Грабар Микола Федорович,Черкаська,Cherkaska,0.06,13,832569
Грабар Микола Федорович,Хмельницька,Khmelnytska,0.05,13,883217
Грабар Микола Федорович,Сумська,Sumska,0.05,13,811677
Грабар Микола Федорович,Волинська,Volynska,0.05,13,651043
Грабар Микола Федорович,м.Севастополь,Sevastopilska,0.05,13,213411
Грабар Микола Федорович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.05,13,1029937
Грабар Микола Федорович,Чернівецька,Chernivetska,0.05,15,502610
Грабар Микола Федорович,Рівненська,Rivnenska,0.05,12,705872
Грабар Микола Федорович,Вінницька,Vinnytska,0.05,12,1062094
Грабар Микола Федорович,Луганська,Luhanska,0.03,14,1471583
Грабар Микола Федорович,Донецька,Donetska,0.03,13,2878213
Грабар Микола Федорович,Тернопільська,Ternopilska,0.02,15,724904
Грабар Микола Федорович,Львівська,Lvivska,0.02,15,1654221
Грабар Микола Федорович,Івано-Франківська,Ivano-Frankivska,0.01,15,865150
Душин Ігор Леонідович,Харківська,Kharkivska,0.18,10,1653005
Душин Ігор Леонідович,Запорізька,Zaporizka,0.03,22,1062476
Душин Ігор Леонідович,Закарпатська,Zakarpatska,0.03,20,615098
Душин Ігор Леонідович,Херсонська,Khersonska,0.03,23,622118
Душин Ігор Леонідович,Одеська,Odeska,0.03,24,1180929
Душин Ігор Леонідович,м.Київ,Kyiv,0.03,19,1594023
Душин Ігор Леонідович,Дніпропетровська,Dnipropetrovska,0.03,23,1966188
Душин Ігор Леонідович,Чернівецька,Chernivetska,0.02,22,502610
Душин Ігор Леонідович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.02,22,1029937
Душин Ігор Леонідович,Чернігівська,Chernihivska,0.02,24,757885
Душин Ігор Леонідович,Волинська,Volynska,0.02,23,651043
Душин Ігор Леонідович,Миколаївська,Mykolaivska,0.02,24,681238
Душин Ігор Леонідович,Кіровоградська,Kirovohradska,0.02,24,622738
Душин Ігор Леонідович,м.Севастополь,Sevastopilska,0.02,20,213411
Душин Ігор Леонідович,Вінницька,Vinnytska,0.02,24,1062094
Душин Ігор Леонідович,Житомирська,Zhytomyrska,0.02,24,823849
Душин Ігор Леонідович,Полтавська,Poltavska,0.02,24,988604
Душин Ігор Леонідович,Рівненська,Rivnenska,0.01,23,705872
Душин Ігор Леонідович,Хмельницька,Khmelnytska,0.01,24,883217
Душин Ігор Леонідович,Київська,Kyivska,0.01,24,1118159
Душин Ігор Леонідович,Черкаська,Cherkaska,0.01,24,832569
Душин Ігор Леонідович,Сумська,Sumska,0.01,24,811677
Душин Ігор Леонідович,Луганська,Luhanska,0.01,23,1471583
Душин Ігор Леонідович,Донецька,Donetska,0.01,23,2878213
Душин Ігор Леонідович,Львівська,Lvivska,0.0,22,1654221
Душин Ігор Леонідович,Івано-Франківська,Ivano-Frankivska,0.0,22,865150
Душин Ігор Леонідович,Тернопільська,Ternopilska,0.0,22,724904
Збітнєв Юрій Іванович,Дніпропетровська,Dnipropetrovska,0.12,13,1966188
Збітнєв Юрій Іванович,Житомирська,Zhytomyrska,0.11,12,823849
Збітнєв Юрій Іванович,Запорізька,Zaporizka,0.09,13,1062476
Збітнєв Юрій Іванович,Харківська,Kharkivska,0.07,15,1653005
Збітнєв Юрій Іванович,Херсонська,Khersonska,0.07,15,622118
Збітнєв Юрій Іванович,Кіровоградська,Kirovohradska,0.07,14,622738
Збітнєв Юрій Іванович,Закарпатська,Zakarpatska,0.07,16,615098
Збітнєв Юрій Іванович,Черкаська,Cherkaska,0.06,12,832569
Збітнєв Юрій Іванович,Миколаївська,Mykolaivska,0.06,13,681238
Збітнєв Юрій Іванович,Чернігівська,Chernihivska,0.06,13,757885
Збітнєв Юрій Іванович,Київська,Kyivska,0.06,13,1118159
Збітнєв Юрій Іванович,Хмельницька,Khmelnytska,0.06,12,883217
Збітнєв Юрій Іванович,Полтавська,Poltavska,0.06,13,988604
Збітнєв Юрій Іванович,м.Київ,Kyiv,0.05,15,1594023
Збітнєв Юрій Іванович,м.Севастополь,Sevastopilska,0.05,15,213411
Збітнєв Юрій Іванович,Чернівецька,Chernivetska,0.05,14,502610
Збітнєв Юрій Іванович,Рівненська,Rivnenska,0.05,11,705872
Збітнєв Юрій Іванович,Одеська,Odeska,0.05,17,1180929
Збітнєв Юрій Іванович,Вінницька,Vinnytska,0.05,13,1062094
Збітнєв Юрій Іванович,Волинська,Volynska,0.04,14,651043
Збітнєв Юрій Іванович,Тернопільська,Ternopilska,0.04,12,724904
Збітнєв Юрій Іванович,Сумська,Sumska,0.04,14,811677
Збітнєв Юрій Іванович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.04,14,1029937
Збітнєв Юрій Іванович,Івано-Франківська,Ivano-Frankivska,0.03,12,865150
Збітнєв Юрій Іванович,Луганська,Luhanska,0.03,18,1471583
Збітнєв Юрій Іванович,Львівська,Lvivska,0.02,14,1654221
Збітнєв Юрій Іванович,Донецька,Donetska,0.01,20,2878213
Кінах Анатолій Кирилович,Миколаївська,Mykolaivska,3.18,5,681238
Кінах Анатолій Кирилович,Дніпропетровська,Dnipropetrovska,2.19,6,1966188
Кінах Анатолій Кирилович,Харківська,Kharkivska,1.95,6,1653005
Кінах Анатолій Кирилович,Херсонська,Khersonska,1.91,6,622118
Кінах Анатолій Кирилович,Одеська,Odeska,1.77,6,1180929
Кінах Анатолій Кирилович,м.Київ,Kyiv,1.53,6,1594023
Кінах Анатолій Кирилович,Запорізька,Zaporizka,1.23,6,1062476
Кінах Анатолій Кирилович,м.Севастополь,Sevastopilska,1.0,6,213411
Кінах Анатолій Кирилович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.92,7,1029937
Кінах Анатолій Кирилович,Житомирська,Zhytomyrska,0.92,7,823849
Кінах Анатолій Кирилович,Кіровоградська,Kirovohradska,0.8,7,622738
Кінах Анатолій Кирилович,Полтавська,Poltavska,0.74,6,988604
Кінах Анатолій Кирилович,Київська,Kyivska,0.74,7,1118159
Кінах Анатолій Кирилович,Чернівецька,Chernivetska,0.61,7,502610
Кінах Анатолій Кирилович,Луганська,Luhanska,0.59,7,1471583
Кінах Анатолій Кирилович,Черкаська,Cherkaska,0.54,7,832569
Кінах Анатолій Кирилович,Чернігівська,Chernihivska,0.5,8,757885
Кінах Анатолій Кирилович,Хмельницька,Khmelnytska,0.49,7,883217
Кінах Анатолій Кирилович,Закарпатська,Zakarpatska,0.44,7,615098
Кінах Анатолій Кирилович,Сумська,Sumska,0.43,7,811677
Кінах Анатолій Кирилович,Вінницька,Vinnytska,0.39,7,1062094
Кінах Анатолій Кирилович,Донецька,Donetska,0.35,7,2878213
Кінах Анатолій Кирилович,Рівненська,Rivnenska,0.3,7,705872
Кінах Анатолій Кирилович,Волинська,Volynska,0.3,7,651043
Кінах Анатолій Кирилович,Львівська,Lvivska,0.19,7,1654221
Кінах Анатолій Кирилович,Івано-Франківська,Ivano-Frankivska,0.12,8,865150
Кінах Анатолій Кирилович,Тернопільська,Ternopilska,0.11,8,724904
Козак Роман Миколайович,Дніпропетровська,Dnipropetrovska,0.04,20,1966188
Козак Роман Миколайович,Херсонська,Khersonska,0.04,22,622118
Козак Роман Миколайович,Одеська,Odeska,0.04,21,1180929
Козак Роман Миколайович,Миколаївська,Mykolaivska,0.04,19,681238
Козак Роман Миколайович,Запорізька,Zaporizka,0.04,20,1062476
Козак Роман Миколайович,Закарпатська,Zakarpatska,0.04,17,615098
Козак Роман Миколайович,Полтавська,Poltavska,0.04,20,988604
Козак Роман Миколайович,Кіровоградська,Kirovohradska,0.03,20,622738
Козак Роман Миколайович,Чернігівська,Chernihivska,0.03,22,757885
Козак Роман Миколайович,Хмельницька,Khmelnytska,0.03,21,883217
Козак Роман Миколайович,Чернівецька,Chernivetska,0.03,20,502610
Козак Роман Миколайович,Рівненська,Rivnenska,0.03,15,705872
Козак Роман Миколайович,Житомирська,Zhytomyrska,0.03,22,823849
Козак Роман Миколайович,Вінницька,Vinnytska,0.03,20,1062094
Козак Роман Миколайович,Харківська,Kharkivska,0.03,23,1653005
Козак Роман Миколайович,Київська,Kyivska,0.03,19,1118159
Козак Роман Миколайович,м.Київ,Kyiv,0.02,22,1594023
Козак Роман Миколайович,Черкаська,Cherkaska,0.02,20,832569
Козак Роман Миколайович,м.Севастополь,Sevastopilska,0.02,21,213411
Козак Роман Миколайович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.02,21,1029937
Козак Роман Миколайович,Сумська,Sumska,0.02,21,811677
Козак Роман Миколайович,Волинська,Volynska,0.02,19,651043
Козак Роман Миколайович,Івано-Франківська,Ivano-Frankivska,0.01,16,865150
Козак Роман Миколайович,Донецька,Donetska,0.01,22,2878213
Козак Роман Миколайович,Тернопільська,Ternopilska,0.01,18,724904
Козак Роман Миколайович,Луганська,Luhanska,0.01,22,1471583
Козак Роман Миколайович,Львівська,Lvivska,0.01,17,1654221
Комісаренко Сергій Васильович,м.Київ,Kyiv,0.17,11,1594023
Комісаренко Сергій Васильович,Дніпропетровська,Dnipropetrovska,0.07,16,1966188
Комісаренко Сергій Васильович,Харківська,Kharkivska,0.06,17,1653005
Комісаренко Сергій Васильович,Одеська,Odeska,0.06,15,1180929
Комісаренко Сергій Васильович,Запорізька,Zaporizka,0.05,17,1062476
Комісаренко Сергій Васильович,Полтавська,Poltavska,0.05,17,988604
Комісаренко Сергій Васильович,Київська,Kyivska,0.05,15,1118159
Комісаренко Сергій Васильович,Миколаївська,Mykolaivska,0.04,18,681238
Комісаренко Сергій Васильович,Чернігівська,Chernihivska,0.04,17,757885
Комісаренко Сергій Васильович,Житомирська,Zhytomyrska,0.04,19,823849
Комісаренко Сергій Васильович,Кіровоградська,Kirovohradska,0.04,19,622738
Комісаренко Сергій Васильович,м.Севастополь,Sevastopilska,0.04,17,213411
Комісаренко Сергій Васильович,Херсонська,Khersonska,0.04,19,622118
Комісаренко Сергій Васильович,Чернівецька,Chernivetska,0.03,19,502610
Комісаренко Сергій Васильович,Закарпатська,Zakarpatska,0.03,19,615098
Комісаренко Сергій Васильович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.03,16,1029937
Комісаренко Сергій Васильович,Черкаська,Cherkaska,0.03,17,832569
Комісаренко Сергій Васильович,Луганська,Luhanska,0.03,19,1471583
Комісаренко Сергій Васильович,Хмельницька,Khmelnytska,0.03,18,883217
Комісаренко Сергій Васильович,Вінницька,Vinnytska,0.03,18,1062094
Комісаренко Сергій Васильович,Сумська,Sumska,0.03,15,811677
Комісаренко Сергій Васильович,Донецька,Donetska,0.02,14,2878213
Комісаренко Сергій Васильович,Рівненська,Rivnenska,0.02,18,705872
Комісаренко Сергій Васильович,Волинська,Volynska,0.02,17,651043
Комісаренко Сергій Васильович,Львівська,Lvivska,0.01,16,1654221
Комісаренко Сергій Васильович,Івано-Франківська,Ivano-Frankivska,0.01,17,865150
Комісаренко Сергій Васильович,Тернопільська,Ternopilska,0.0,21,724904
Корчинський Дмитро Олександрович,Дніпропетровська,Dnipropetrovska,0.35,9,1966188
Корчинський Дмитро Олександрович,Запорізька,Zaporizka,0.33,9,1062476
Корчинський Дмитро Олександрович,Харківська,Kharkivska,0.3,9,1653005
Корчинський Дмитро Олександрович,м.Київ,Kyiv,0.26,9,1594023
Корчинський Дмитро Олександрович,Херсонська,Khersonska,0.26,10,622118
Корчинський Дмитро Олександрович,Одеська,Odeska,0.26,9,1180929
Корчинський Дмитро Олександрович,Миколаївська,Mykolaivska,0.23,10,681238
Корчинський Дмитро Олександрович,Полтавська,Poltavska,0.21,10,988604
Корчинський Дмитро Олександрович,Чернігівська,Chernihivska,0.17,10,757885
Корчинський Дмитро Олександрович,Київська,Kyivska,0.17,10,1118159
Корчинський Дмитро Олександрович,Черкаська,Cherkaska,0.17,10,832569
Корчинський Дмитро Олександрович,Житомирська,Zhytomyrska,0.17,11,823849
Корчинський Дмитро Олександрович,Кіровоградська,Kirovohradska,0.17,10,622738
Корчинський Дмитро Олександрович,Закарпатська,Zakarpatska,0.15,11,615098
Корчинський Дмитро Олександрович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.15,9,1029937
Корчинський Дмитро Олександрович,Вінницька,Vinnytska,0.14,11,1062094
Корчинський Дмитро Олександрович,Хмельницька,Khmelnytska,0.14,11,883217
Корчинський Дмитро Олександрович,Рівненська,Rivnenska,0.14,9,705872
Корчинський Дмитро Олександрович,Луганська,Luhanska,0.11,9,1471583
Корчинський Дмитро Олександрович,Чернівецька,Chernivetska,0.1,11,502610
Корчинський Дмитро Олександрович,Волинська,Volynska,0.09,11,651043
Корчинський Дмитро Олександрович,Донецька,Donetska,0.09,9,2878213
Корчинський Дмитро Олександрович,Сумська,Sumska,0.09,11,811677
Корчинський Дмитро Олександрович,м.Севастополь,Sevastopilska,0.07,11,213411
Корчинський Дмитро Олександрович,Львівська,Lvivska,0.05,10,1654221
Корчинський Дмитро Олександрович,Івано-Франківська,Ivano-Frankivska,0.04,11,865150
Корчинський Дмитро Олександрович,Тернопільська,Ternopilska,0.03,13,724904
Кривобоков Владислав Анатолійович,Луганська,Luhanska,0.09,10,1471583
Кривобоков Владислав Анатолійович,Чернігівська,Chernihivska,0.05,16,757885
Кривобоков Владислав Анатолійович,Полтавська,Poltavska,0.05,18,988604
Кривобоков Владислав Анатолійович,Вінницька,Vinnytska,0.04,16,1062094
Кривобоков Владислав Анатолійович,Житомирська,Zhytomyrska,0.04,20,823849
Кривобоков Владислав Анатолійович,Херсонська,Khersonska,0.04,20,622118
Кривобоков Владислав Анатолійович,Кіровоградська,Kirovohradska,0.04,18,622738
Кривобоков Владислав Анатолійович,Харківська,Kharkivska,0.04,20,1653005
Кривобоков Владислав Анатолійович,Одеська,Odeska,0.04,19,1180929
Кривобоков Владислав Анатолійович,Дніпропетровська,Dnipropetrovska,0.04,21,1966188
Кривобоков Владислав Анатолійович,Київська,Kyivska,0.03,20,1118159
Кривобоков Владислав Анатолійович,Хмельницька,Khmelnytska,0.03,19,883217
Кривобоков Владислав Анатолійович,Запорізька,Zaporizka,0.03,21,1062476
Кривобоков Владислав Анатолійович,Черкаська,Cherkaska,0.03,19,832569
Кривобоков Владислав Анатолійович,Миколаївська,Mykolaivska,0.03,22,681238
Кривобоков Владислав Анатолійович,Закарпатська,Zakarpatska,0.03,23,615098
Кривобоков Владислав Анатолійович,Сумська,Sumska,0.02,22,811677
Кривобоков Владислав Анатолійович,Рівненська,Rivnenska,0.02,20,705872
Кривобоков Владислав Анатолійович,Волинська,Volynska,0.02,20,651043
Кривобоков Владислав Анатолійович,Чернівецька,Chernivetska,0.02,23,502610
Кривобоков Владислав Анатолійович,м.Севастополь,Sevastopilska,0.02,20,213411
Кривобоков Владислав Анатолійович,Донецька,Donetska,0.01,21,2878213
Кривобоков Владислав Анатолійович,м.Київ,Kyiv,0.01,24,1594023
Кривобоков Владислав Анатолійович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.01,23,1029937
Кривобоков Владислав Анатолійович,Івано-Франківська,Ivano-Frankivska,0.0,19,865150
Кривобоков Владислав Анатолійович,Тернопільська,Ternopilska,0.0,23,724904
Кривобоков Владислав Анатолійович,Львівська,Lvivska,0.0,24,1654221
Мороз Олександр Олександрович,Чернігівська,Chernihivska,16.29,3,757885
Мороз Олександр Олександрович,Полтавська,Poltavska,15.36,3,988604
Мороз Олександр Олександрович,Вінницька,Vinnytska,12.8,3,1062094
Мороз Олександр Олександрович,Кіровоградська,Kirovohradska,12.49,3,622738
Мороз Олександр Олександрович,Черкаська,Cherkaska,11.77,3,832569
Мороз Олександр Олександрович,Житомирська,Zhytomyrska,10.26,3,823849
Мороз Олександр Олександрович,Київська,Kyivska,9.38,3,1118159
Мороз Олександр Олександрович,Одеська,Odeska,8.46,3,1180929
Мороз Олександр Олександрович,Сумська,Sumska,7.31,3,811677
Мороз Олександр Олександрович,Херсонська,Khersonska,7.26,4,622118
Мороз Олександр Олександрович,Хмельницька,Khmelnytska,7.11,3,883217
Мороз Олександр Олександрович,Миколаївська,Mykolaivska,5.44,4,681238
Мороз Олександр Олександрович,м.Київ,Kyiv,5.4,3,1594023
Мороз Олександр Олександрович,Дніпропетровська,Dnipropetrovska,5.34,4,1966188
Мороз Олександр Олександрович,Запорізька,Zaporizka,5.32,4,1062476
Мороз Олександр Олександрович,Харківська,Kharkivska,5.25,4,1653005
Мороз Олександр Олександрович,Рівненська,Rivnenska,5.16,3,705872
Мороз Олександр Олександрович,Волинська,Volynska,3.2,3,651043
Мороз Олександр Олександрович,Чернівецька,Chernivetska,2.67,3,502610
Мороз Олександр Олександрович,Тернопільська,Ternopilska,2.01,3,724904
Мороз Олександр Олександрович,Закарпатська,Zakarpatska,2.0,3,615098
Мороз Олександр Олександрович,Луганська,Luhanska,1.94,4,1471583
