candidate,region,region_eng,percent_votes,rating,num_voters_per_region
Гриценко Анатолій Степанович,Херсонська,Khersonska,1.01,8,538431
Гриценко Анатолій Степанович,Івано-Франківська,Ivano-Frankivska,1.0,8,774146
Гриценко Анатолій Степанович,Волинська,Volynska,0.99,9,586568
Гриценко Анатолій Степанович,Одеська,Odeska,0.94,8,1160126
Гриценко Анатолій Степанович,Чернівецька,Chernivetska,0.92,9,434568
Гриценко Анатолій Степанович,Житомирська,Zhytomyrska,0.89,9,691123
Гриценко Анатолій Степанович,Харківська,Kharkivska,0.86,8,1455120
Гриценко Анатолій Степанович,Запорізька,Zaporizka,0.73,9,1010500
Гриценко Анатолій Степанович,Миколаївська,Mykolaivska,0.67,8,601126
Гриценко Анатолій Степанович,м.Севастополь,Sevastopilska,0.53,9,204145
Гриценко Анатолій Степанович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.44,9,981922
Гриценко Анатолій Степанович,Донецька,Donetska,0.35,9,2439002
Гриценко Анатолій Степанович,Луганська,Luhanska,0.31,9,1313664
Костенко Юрій Іванович,Рівненська,Rivnenska,0.71,10,623112
Костенко Юрій Іванович,Хмельницька,Khmelnytska,0.63,10,748056
Костенко Юрій Іванович,Волинська,Volynska,0.53,11,586568
Костенко Юрій Іванович,Тернопільська,Ternopilska,0.45,10,646679
Костенко Юрій Іванович,Вінницька,Vinnytska,0.43,11,899734
Костенко Юрій Іванович,Чернігівська,Chernihivska,0.37,12,602599
Костенко Юрій Іванович,Черкаська,Cherkaska,0.37,11,681265
Костенко Юрій Іванович,Полтавська,Poltavska,0.35,12,803708
Костенко Юрій Іванович,Івано-Франківська,Ivano-Frankivska,0.34,11,774146
Костенко Юрій Іванович,Чернівецька,Chernivetska,0.3,12,434568
Костенко Юрій Іванович,Закарпатська,Zakarpatska,0.27,13,540736
Костенко Юрій Іванович,Київська,Kyivska,0.27,11,944893
Костенко Юрій Іванович,Житомирська,Zhytomyrska,0.26,13,691123
Костенко Юрій Іванович,м.Київ,Kyiv,0.24,11,1430356
Костенко Юрій Іванович,Кіровоградська,Kirovohradska,0.21,13,508754
Костенко Юрій Іванович,Львівська,Lvivska,0.2,11,1475124
Костенко Юрій Іванович,Сумська,Sumska,0.18,14,627338
Костенко Юрій Іванович,Миколаївська,Mykolaivska,0.18,12,601126
Костенко Юрій Іванович,Херсонська,Khersonska,0.11,15,538431
Костенко Юрій Іванович,Одеська,Odeska,0.1,13,1160126
Костенко Юрій Іванович,Харківська,Kharkivska,0.09,15,1455120
Костенко Юрій Іванович,Дніпропетровська,Dnipropetrovska,0.08,14,1833458
Костенко Юрій Іванович,Запорізька,Zaporizka,0.07,14,1010500
Костенко Юрій Іванович,м.Севастополь,Sevastopilska,0.05,15,204145
Костенко Юрій Іванович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.05,15,981922
Костенко Юрій Іванович,Донецька,Donetska,0.03,15,2439002
Костенко Юрій Іванович,Луганська,Luhanska,0.03,16,1313664
Литвин Володимир Михайлович,Рівненська,Rivnenska,7.06,5,623112
Литвин Володимир Михайлович,Житомирська,Zhytomyrska,6.98,5,691123
Литвин Володимир Михайлович,Хмельницька,Khmelnytska,4.49,5,748056
Литвин Володимир Михайлович,Кіровоградська,Kirovohradska,4.43,6,508754
Литвин Володимир Михайлович,Волинська,Volynska,4.27,6,586568
Литвин Володимир Михайлович,Сумська,Sumska,3.91,7,627338
Литвин Володимир Михайлович,Черкаська,Cherkaska,3.72,5,681265
Литвин Володимир Михайлович,Полтавська,Poltavska,3.72,6,803708
Литвин Володимир Михайлович,Київська,Kyivska,3.57,5,944893
Литвин Володимир Михайлович,Закарпатська,Zakarpatska,3.25,6,540736
Литвин Володимир Михайлович,Чернігівська,Chernihivska,3.14,6,602599
Литвин Володимир Михайлович,Миколаївська,Mykolaivska,2.85,6,601126
Литвин Володимир Михайлович,Вінницька,Vinnytska,2.6,7,899734
Литвин Володимир Михайлович,Одеська,Odeska,2.59,6,1160126
Литвин Володимир Михайлович,м.Київ,Kyiv,2.51,7,1430356
Литвин Володимир Михайлович,Чернівецька,Chernivetska,2.33,6,434568
Литвин Володимир Михайлович,Херсонська,Khersonska,2.27,6,538431
Литвин Володимир Михайлович,Тернопільська,Ternopilska,1.56,8,646679
Литвин Володимир Михайлович,м.Севастополь,Sevastopilska,1.48,7,204145
Литвин Володимир Михайлович,Дніпропетровська,Dnipropetrovska,1.42,6,1833458
Литвин Володимир Михайлович,Харківська,Kharkivska,1.36,7,1455120
Литвин Володимир Михайлович,Запорізька,Zaporizka,1.25,6,1010500
Литвин Володимир Михайлович,Авт.Респ. Крим,Avtonomna Respublika Krym,1.23,8,981922
Литвин Володимир Михайлович,Івано-Франківська,Ivano-Frankivska,1.06,7,774146
Литвин Володимир Михайлович,Львівська,Lvivska,0.74,8,1475124
Литвин Володимир Михайлович,Луганська,Luhanska,0.63,7,1313664
Литвин Володимир Михайлович,Донецька,Donetska,0.57,8,2439002
Мороз Олександр Олександрович,Закарпатська,Zakarpatska,1.58,8,540736
Мороз Олександр Олександрович,Черкаська,Cherkaska,0.89,10,681265
Мороз Олександр Олександрович,Полтавська,Poltavska,0.87,10,803708
Мороз Олександр Олександрович,Чернівецька,Chernivetska,0.76,10,434568
Мороз Олександр Олександрович,Чернігівська,Chernihivska,0.74,10,602599
Мороз Олександр Олександрович,Сумська,Sumska,0.73,10,627338
Мороз Олександр Олександрович,Вінницька,Vinnytska,0.64,10,899734
Мороз Олександр Олександрович,Житомирська,Zhytomyrska,0.59,10,691123
Мороз Олександр Олександрович,Кіровоградська,Kirovohradska,0.55,10,508754
Мороз Олександр Олександрович,Волинська,Volynska,0.53,12,586568
Мороз Олександр Олександрович,Київська,Kyivska,0.52,10,944893
Мороз Олександр Олександрович,Хмельницька,Khmelnytska,0.46,11,748056
Мороз Олександр Олександрович,Харківська,Kharkivska,0.42,11,1455120
Мороз Олександр Олександрович,Рівненська,Rivnenska,0.41,11,623112
Мороз Олександр Олександрович,Тернопільська,Ternopilska,0.39,11,646679
Мороз Олександр Олександрович,Одеська,Odeska,0.34,10,1160126
Мороз Олександр Олександрович,м.Київ,Kyiv,0.28,10,1430356
Мороз Олександр Олександрович,м.Севастополь,Sevastopilska,0.28,12,204145
Мороз Олександр Олександрович,Запорізька,Zaporizka,0.24,12,1010500
Мороз Олександр Олександрович,Миколаївська,Mykolaivska,0.23,11,601126
Мороз Олександр Олександрович,Херсонська,Khersonska,0.23,11,538431
Мороз Олександр Олександрович,Івано-Франківська,Ivano-Frankivska,0.2,13,774146
Мороз Олександр Олександрович,Луганська,Luhanska,0.14,11,1313664
Мороз Олександр Олександрович,Львівська,Lvivska,0.13,12,1475124
Мороз Олександр Олександрович,Дніпропетровська,Dnipropetrovska,0.13,11,1833458
Мороз Олександр Олександрович,Донецька,Donetska,0.1,11,2439002
Мороз Олександр Олександрович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.09,13,981922
Пабат Олександр Вікторович,Полтавська,Poltavska,0.48,11,803708
Пабат Олександр Вікторович,Запорізька,Zaporizka,0.37,11,1010500
Пабат Олександр Вікторович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.34,10,981922
Пабат Олександр Вікторович,м.Севастополь,Sevastopilska,0.26,13,204145
Пабат Олександр Вікторович,Житомирська,Zhytomyrska,0.24,14,691123
Пабат Олександр Вікторович,Харківська,Kharkivska,0.22,12,1455120
Пабат Олександр Вікторович,Одеська,Odeska,0.19,12,1160126
Пабат Олександр Вікторович,м.Київ,Kyiv,0.17,13,1430356
Пабат Олександр Вікторович,Сумська,Sumska,0.15,15,627338
Пабат Олександр Вікторович,Миколаївська,Mykolaivska,0.14,14,601126
Пабат Олександр Вікторович,Чернігівська,Chernihivska,0.13,15,602599
Пабат Олександр Вікторович,Черкаська,Cherkaska,0.12,15,681265
Пабат Олександр Вікторович,Кіровоградська,Kirovohradska,0.12,15,508754
Пабат Олександр Вікторович,Київська,Kyivska,0.11,15,944893
Пабат Олександр Вікторович,Хмельницька,Khmelnytska,0.11,15,748056
Пабат Олександр Вікторович,Херсонська,Khersonska,0.11,14,538431
Пабат Олександр Вікторович,Вінницька,Vinnytska,0.1,16,899734
Пабат Олександр Вікторович,Рівненська,Rivnenska,0.09,15,623112
Пабат Олександр Вікторович,Дніпропетровська,Dnipropetrovska,0.09,13,1833458
Пабат Олександр Вікторович,Закарпатська,Zakarpatska,0.08,17,540736
Пабат Олександр Вікторович,Волинська,Volynska,0.07,16,586568
Пабат Олександр Вікторович,Чернівецька,Chernivetska,0.06,17,434568
Пабат Олександр Вікторович,Луганська,Luhanska,0.05,13,1313664
Пабат Олександр Вікторович,Донецька,Donetska,0.04,13,2439002
Пабат Олександр Вікторович,Тернопільська,Ternopilska,0.04,17,646679
Пабат Олександр Вікторович,Львівська,Lvivska,0.03,16,1475124
Пабат Олександр Вікторович,Івано-Франківська,Ivano-Frankivska,0.03,16,774146
Противсіх Василь Васильович,Закарпатська,Zakarpatska,0.31,12,540736
Противсіх Василь Васильович,Івано-Франківська,Ivano-Frankivska,0.27,12,774146
Противсіх Василь Васильович,Вінницька,Vinnytska,0.27,12,899734
Противсіх Василь Васильович,Полтавська,Poltavska,0.26,14,803708
Противсіх Василь Васильович,Рівненська,Rivnenska,0.25,12,623112
Противсіх Василь Васильович,Чернівецька,Chernivetska,0.24,13,434568
Противсіх Василь Васильович,Черкаська,Cherkaska,0.24,13,681265
Противсіх Василь Васильович,Хмельницька,Khmelnytska,0.24,13,748056
Противсіх Василь Васильович,Чернігівська,Chernihivska,0.23,14,602599
Противсіх Василь Васильович,Київська,Kyivska,0.22,13,944893
Противсіх Василь Васильович,Житомирська,Zhytomyrska,0.22,15,691123
Противсіх Василь Васильович,Сумська,Sumska,0.22,12,627338
Противсіх Василь Васильович,Волинська,Volynska,0.21,13,586568
Противсіх Василь Васильович,Кіровоградська,Kirovohradska,0.2,14,508754
Противсіх Василь Васильович,м.Київ,Kyiv,0.16,14,1430356
Противсіх Василь Васильович,Тернопільська,Ternopilska,0.16,13,646679
Противсіх Василь Васильович,Миколаївська,Mykolaivska,0.15,13,601126
Противсіх Василь Васильович,Херсонська,Khersonska,0.15,12,538431
Противсіх Василь Васильович,Львівська,Lvivska,0.12,13,1475124
Противсіх Василь Васильович,Дніпропетровська,Dnipropetrovska,0.12,12,1833458
Противсіх Василь Васильович,Харківська,Kharkivska,0.1,14,1455120
Противсіх Василь Васильович,Запорізька,Zaporizka,0.1,13,1010500
Противсіх Василь Васильович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.09,14,981922
Противсіх Василь Васильович,Луганська,Luhanska,0.09,12,1313664
Противсіх Василь Васильович,м.Севастополь,Sevastopilska,0.09,14,204145
Противсіх Василь Васильович,Одеська,Odeska,0.09,14,1160126
Противсіх Василь Васильович,Донецька,Donetska,0.06,12,2439002
Ратушняк Сергій Миколайович,Закарпатська,Zakarpatska,2.61,7,540736
Ратушняк Сергій Миколайович,Вінницька,Vinnytska,0.11,15,899734
Ратушняк Сергій Миколайович,Черкаська,Cherkaska,0.1,16,681265
Ратушняк Сергій Миколайович,Хмельницька,Khmelnytska,0.09,16,748056
Ратушняк Сергій Миколайович,Полтавська,Poltavska,0.09,16,803708
Ратушняк Сергій Миколайович,Сумська,Sumska,0.08,16,627338
Ратушняк Сергій Миколайович,Київська,Kyivska,0.08,16,944893
Ратушняк Сергій Миколайович,Житомирська,Zhytomyrska,0.08,17,691123
Ратушняк Сергій Миколайович,м.Київ,Kyiv,0.08,17,1430356
Ратушняк Сергій Миколайович,Волинська,Volynska,0.07,15,586568
Ратушняк Сергій Миколайович,Миколаївська,Mykolaivska,0.07,16,601126
Ратушняк Сергій Миколайович,Рівненська,Rivnenska,0.07,16,623112
Ратушняк Сергій Миколайович,Чернігівська,Chernihivska,0.07,17,602599
Ратушняк Сергій Миколайович,Дніпропетровська,Dnipropetrovska,0.06,16,1833458
Ратушняк Сергій Миколайович,Чернівецька,Chernivetska,0.06,16,434568
Ратушняк Сергій Миколайович,Кіровоградська,Kirovohradska,0.06,17,508754
Ратушняк Сергій Миколайович,Харківська,Kharkivska,0.06,16,1455120
Ратушняк Сергій Миколайович,Івано-Франківська,Ivano-Frankivska,0.06,15,774146
Ратушняк Сергій Миколайович,Херсонська,Khersonska,0.06,17,538431
Ратушняк Сергій Миколайович,Тернопільська,Ternopilska,0.05,15,646679
Ратушняк Сергій Миколайович,Львівська,Lvivska,0.04,15,1475124
Ратушняк Сергій Миколайович,Одеська,Odeska,0.04,17,1160126
Ратушняк Сергій Миколайович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.04,17,981922
Ратушняк Сергій Миколайович,м.Севастополь,Sevastopilska,0.04,16,204145
Ратушняк Сергій Миколайович,Запорізька,Zaporizka,0.04,17,1010500
Ратушняк Сергій Миколайович,Луганська,Luhanska,0.03,17,1313664
Ратушняк Сергій Миколайович,Донецька,Donetska,0.03,17,2439002
Рябоконь Олег Васильович,Вінницька,Vinnytska,0.08,17,899734
Рябоконь Олег Васильович,м.Київ,Kyiv,0.05,18,1430356
Рябоконь Олег Васильович,Закарпатська,Zakarpatska,0.05,18,540736
Рябоконь Олег Васильович,Полтавська,Poltavska,0.04,18,803708
Рябоконь Олег Васильович,Волинська,Volynska,0.04,18,586568
Рябоконь Олег Васильович,Чернігівська,Chernihivska,0.04,18,602599
Рябоконь Олег Васильович,Житомирська,Zhytomyrska,0.04,18,691123
Рябоконь Олег Васильович,Хмельницька,Khmelnytska,0.04,18,748056
Рябоконь Олег Васильович,Київська,Kyivska,0.04,18,944893
Рябоконь Олег Васильович,Дніпропетровська,Dnipropetrovska,0.03,18,1833458
Рябоконь Олег Васильович,Черкаська,Cherkaska,0.03,18,681265
Рябоконь Олег Васильович,Рівненська,Rivnenska,0.03,18,623112
Рябоконь Олег Васильович,Сумська,Sumska,0.03,18,627338
Рябоконь Олег Васильович,Херсонська,Khersonska,0.03,18,538431
Рябоконь Олег Васильович,м.Севастополь,Sevastopilska,0.03,18,204145
Рябоконь Олег Васильович,Кіровоградська,Kirovohradska,0.03,18,508754
Рябоконь Олег Васильович,Чернівецька,Chernivetska,0.03,18,434568
Рябоконь Олег Васильович,Тернопільська,Ternopilska,0.02,18,646679
Рябоконь Олег Васильович,Запорізька,Zaporizka,0.02,18,1010500
Рябоконь Олег Васильович,Івано-Франківська,Ivano-Frankivska,0.02,17,774146
Рябоконь Олег Васильович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.02,18,981922
Рябоконь Олег Васильович,Одеська,Odeska,0.02,18,1160126
Рябоконь Олег Васильович,Миколаївська,Mykolaivska,0.02,18,601126
Рябоконь Олег Васильович,Харківська,Kharkivska,0.02,18,1455120
Рябоконь Олег Васильович,Донецька,Donetska,0.01,18,2439002
Рябоконь Олег Васильович,Луганська,Luhanska,0.01,18,1313664
Рябоконь Олег Васильович,Львівська,Lvivska,0.01,18,1475124
Супрун Людмила Павлівна,Волинська,Volynska,0.71,10,586568
Супрун Людмила Павлівна,Івано-Франківська,Ivano-Frankivska,0.54,10,774146
Супрун Людмила Павлівна,Чернігівська,Chernihivska,0.44,11,602599
Супрун Людмила Павлівна,м.Севастополь,Sevastopilska,0.4,10,204145
Супрун Людмила Павлівна,Сумська,Sumska,0.35,11,627338
Супрун Людмила Павлівна,Черкаська,Cherkaska,0.32,12,681265
Супрун Людмила Павлівна,Кіровоградська,Kirovohradska,0.31,11,508754
Супрун Людмила Павлівна,Чернівецька,Chernivetska,0.3,11,434568
Супрун Людмила Павлівна,Житомирська,Zhytomyrska,0.29,11,691123
Супрун Людмила Павлівна,Хмельницька,Khmelnytska,0.28,12,748056
Супрун Людмила Павлівна,Київська,Kyivska,0.24,12,944893
Супрун Людмила Павлівна,Вінницька,Vinnytska,0.23,13,899734
Супрун Людмила Павлівна,Львівська,Lvivska,0.22,10,1475124
Супрун Людмила Павлівна,Рівненська,Rivnenska,0.2,13,623112
Супрун Людмила Павлівна,Тернопільська,Ternopilska,0.19,12,646679
Супрун Людмила Павлівна,Закарпатська,Zakarpatska,0.17,15,540736
Супрун Людмила Павлівна,м.Київ,Kyiv,0.16,15,1430356
Супрун Людмила Павлівна,Харківська,Kharkivska,0.15,13,1455120
Супрун Людмила Павлівна,Полтавська,Poltavska,0.14,15,803708
Супрун Людмила Павлівна,Херсонська,Khersonska,0.12,13,538431
Супрун Людмила Павлівна,Авт.Респ. Крим,Avtonomna Respublika Krym,0.11,12,981922
Супрун Людмила Павлівна,Миколаївська,Mykolaivska,0.08,15,601126
Супрун Людмила Павлівна,Запорізька,Zaporizka,0.07,15,1010500
Супрун Людмила Павлівна,Одеська,Odeska,0.07,15,1160126
Супрун Людмила Павлівна,Дніпропетровська,Dnipropetrovska,0.07,15,1833458
Супрун Людмила Павлівна,Луганська,Luhanska,0.04,14,1313664
Супрун Людмила Павлівна,Донецька,Donetska,0.03,14,2439002
Тігіпко Сергій Леонідович,Дніпропетровська,Dnipropetrovska,22.48,2,1833458
Тігіпко Сергій Леонідович,Одеська,Odeska,21.13,2,1160126
Тігіпко Сергій Леонідович,м.Київ,Kyiv,18.95,2,1430356
Тігіпко Сергій Леонідович,Харківська,Kharkivska,18.81,2,1455120
Тігіпко Сергій Леонідович,Запорізька,Zaporizka,17.68,2,1010500
Тігіпко Сергій Леонідович,Херсонська,Khersonska,15.5,3,538431
Тігіпко Сергій Леонідович,Київська,Kyivska,15.35,3,944893
Тігіпко Сергій Леонідович,м.Севастополь,Sevastopilska,15.12,2,204145
Тігіпко Сергій Леонідович,Кіровоградська,Kirovohradska,14.5,3,508754
Тігіпко Сергій Леонідович,Сумська,Sumska,14.47,3,627338
Тігіпко Сергій Леонідович,Житомирська,Zhytomyrska,13.48,3,691123
Тігіпко Сергій Леонідович,Миколаївська,Mykolaivska,13.42,3,601126
Тігіпко Сергій Леонідович,Чернігівська,Chernihivska,13.35,3,602599
Тігіпко Сергій Леонідович,Хмельницька,Khmelnytska,13.22,3,748056
Тігіпко Сергій Леонідович,Черкаська,Cherkaska,12.88,3,681265
Тігіпко Сергій Леонідович,Полтавська,Poltavska,12.25,3,803708
Тігіпко Сергій Леонідович,Вінницька,Vinnytska,11.2,3,899734
Тігіпко Сергій Леонідович,Авт.Респ. Крим,Avtonomna Respublika Krym,10.97,3,981922
Тігіпко Сергій Леонідович,Рівненська,Rivnenska,10.68,3,623112
Тігіпко Сергій Леонідович,Волинська,Volynska,10.15,2,586568
Тігіпко Сергій Леонідович,Закарпатська,Zakarpatska,10.0,4,540736
Тігіпко Сергій Леонідович,Луганська,Luhanska,9.46,2,1313664
Тігіпко Сергій Леонідович,Чернівецька,Chernivetska,8.85,4,434568
Тігіпко Сергій Леонідович,Донецька,Donetska,7.21,2,2439002
Тігіпко Сергій Леонідович,Тернопільська,Ternopilska,4.8,6,646679
Тігіпко Сергій Леонідович,Львівська,Lvivska,4.77,6,1475124
Тігіпко Сергій Леонідович,Івано-Франківська,Ivano-Frankivska,4.36,6,774146
Тимошенко Юлія Володимирівна,Волинська,Volynska,53.78,1,586568
Тимошенко Юлія Володимирівна,Вінницька,Vinnytska,46.9,1,899734
Тимошенко Юлія Володимирівна,Рівненська,Rivnenska,43.85,1,623112
Тимошенко Юлія Володимирівна,Чернігівська,Chernihivska,42.74,1,602599
Тимошенко Юлія Володимирівна,Київська,Kyivska,42.29,1,944893
Тимошенко Юлія Володимирівна,Черкаська,Cherkaska,41.21,1,681265
Тимошенко Юлія Володимирівна,Хмельницька,Khmelnytska,40.06,1,748056
Тимошенко Юлія Володимирівна,Івано-Франківська,Ivano-Frankivska,38.98,1,774146
Тимошенко Юлія Володимирівна,Сумська,Sumska,36.78,1,627338
Тимошенко Юлія Володимирівна,м.Київ,Kyiv,35.74,1,1430356
Тимошенко Юлія Володимирівна,Тернопільська,Ternopilska,35.67,1,646679
Тимошенко Юлія Володимирівна,Львівська,Lvivska,34.7,1,1475124
Тимошенко Юлія Володимирівна,Кіровоградська,Kirovohradska,34.58,1,508754
Тимошенко Юлія Володимирівна,Житомирська,Zhytomyrska,32.64,1,691123
Тимошенко Юлія Володимирівна,Чернівецька,Chernivetska,32.31,1,434568
Тимошенко Юлія Володимирівна,Полтавська,Poltavska,32.02,1,803708
Тимошенко Юлія Володимирівна,Закарпатська,Zakarpatska,26.23,2,540736
Тимошенко Юлія Володимирівна,Херсонська,Khersonska,19.33,2,538431
Тимошенко Юлія Володимирівна,Дніпропетровська,Dnipropetrovska,14.78,3,1833458
Тимошенко Юлія Володимирівна,Миколаївська,Mykolaivska,13.53,2,601126
Тимошенко Юлія Володимирівна,Запорізька,Zaporizka,12.26,3,1010500
Тимошенко Юлія Володимирівна,Авт.Респ. Крим,Avtonomna Respublika Krym,11.96,2,981922
Тимошенко Юлія Володимирівна,Харківська,Kharkivska,10.68,3,1455120
Тимошенко Юлія Володимирівна,Одеська,Odeska,10.18,3,1160126
Тимошенко Юлія Володимирівна,м.Севастополь,Sevastopilska,6.52,4,204145
Тимошенко Юлія Володимирівна,Луганська,Luhanska,6.51,3,1313664
Тимошенко Юлія Володимирівна,Донецька,Donetska,4.32,3,2439002
Тягнибок Олег Ярославович,Львівська,Lvivska,5.35,5,1475124
Тягнибок Олег Ярославович,Івано-Франківська,Ivano-Frankivska,4.95,5,774146
Тягнибок Олег Ярославович,Тернопільська,Ternopilska,4.89,5,646679
Тягнибок Олег Ярославович,Волинська,Volynska,3.31,7,586568
Тягнибок Олег Ярославович,Рівненська,Rivnenska,2.7,7,623112
Тягнибок Олег Ярославович,м.Київ,Kyiv,1.93,9,1430356
Тягнибок Олег Ярославович,Хмельницька,Khmelnytska,1.7,8,748056
Тягнибок Олег Ярославович,Київська,Kyivska,1.56,8,944893
Тягнибок Олег Ярославович,Черкаська,Cherkaska,1.26,9,681265
Тягнибок Олег Ярославович,Вінницька,Vinnytska,1.26,9,899734
Тягнибок Олег Ярославович,Полтавська,Poltavska,1.21,8,803708
Тягнибок Олег Ярославович,Чернівецька,Chernivetska,1.18,8,434568
Тягнибок Олег Ярославович,Закарпатська,Zakarpatska,1.02,11,540736
Тягнибок Олег Ярославович,Житомирська,Zhytomyrska,0.99,8,691123
Тягнибок Олег Ярославович,Чернігівська,Chernihivska,0.81,9,602599
Тягнибок Олег Ярославович,Сумська,Sumska,0.79,9,627338
Тягнибок Олег Ярославович,Кіровоградська,Kirovohradska,0.77,9,508754
Тягнибок Олег Ярославович,Херсонська,Khersonska,0.75,9,538431
Тягнибок Олег Ярославович,Дніпропетровська,Dnipropetrovska,0.63,9,1833458
Тягнибок Олег Ярославович,Миколаївська,Mykolaivska,0.62,9,601126
Тягнибок Олег Ярославович,Харківська,Kharkivska,0.57,10,1455120
Тягнибок Олег Ярославович,Одеська,Odeska,0.52,9,1160126
